,0
07:00:00,0
07:01:00,0
07:02:00,0
07:03:00,0
07:04:00,0
07:05:00,0
07:06:00,0
07:07:00,0
07:08:00,0
07:09:00,0
07:10:00,0
07:11:00,0
07:12:00,0
07:13:00,0
07:14:00,0
07:15:00,0
07:16:00,0
07:17:00,0
07:18:00,0
07:19:00,0
07:20:00,0
07:21:00,0
07:22:00,0
07:23:00,0
07:24:00,0
07:25:00,0
07:26:00,0
07:27:00,0
07:28:00,0
07:29:00,0
07:30:00,0
07:31:00,0
07:32:00,0
07:33:00,0
07:34:00,0
07:35:00,0
07:36:00,0
07:37:00,0
07:38:00,0
07:39:00,0
07:40:00,0
07:41:00,0
07:42:00,0
07:43:00,0
07:44:00,0
07:45:00,0
07:46:00,0
07:47:00,0
07:48:00,0
07:49:00,0
07:50:00,0
07:51:00,0
07:52:00,0
07:53:00,0
07:54:00,0
07:55:00,0
07:56:00,0
07:57:00,0
07:58:00,0
07:59:00,0
08:00:00,0
08:01:00,0
08:02:00,0
08:03:00,0
08:04:00,0
08:05:00,0
08:06:00,0
08:07:00,0
08:08:00,0
08:09:00,0
08:10:00,0
08:11:00,0
08:12:00,0
08:13:00,0
08:14:00,0
08:15:00,0
08:16:00,0
08:17:00,0
08:18:00,0
08:19:00,0
08:20:00,0
08:21:00,0
08:22:00,0
08:23:00,0
08:24:00,0
08:25:00,0
08:26:00,0
08:27:00,0
08:28:00,0
08:29:00,0
08:30:00,0
08:31:00,0
08:32:00,0
08:33:00,0
08:34:00,0
08:35:00,0
08:36:00,0
08:37:00,0
08:38:00,0
08:39:00,0
08:40:00,0
08:41:00,0
08:42:00,0
08:43:00,0
08:44:00,0
08:45:00,0
08:46:00,0
08:47:00,0
08:48:00,0
08:49:00,0
08:50:00,0
08:51:00,0
08:52:00,0
08:53:00,0
08:54:00,0
08:55:00,0
08:56:00,0
08:57:00,0
08:58:00,0
08:59:00,0
09:00:00,14
09:01:00,14
09:02:00,14
09:03:00,14
09:04:00,14
09:05:00,14
09:06:00,14
09:07:00,14
09:08:00,14
09:09:00,14
09:10:00,14
09:11:00,14
09:12:00,14
09:13:00,14
09:14:00,14
09:15:00,14
09:16:00,14
09:17:00,14
09:18:00,14
09:19:00,14
09:20:00,14
09:21:00,14
09:22:00,14
09:23:00,14
09:24:00,14
09:25:00,14
09:26:00,14
09:27:00,14
09:28:00,14
09:29:00,14
09:30:00,14
09:31:00,14
09:32:00,14
09:33:00,14
09:34:00,14
09:35:00,14
09:36:00,14
09:37:00,14
09:38:00,14
09:39:00,14
09:40:00,14
09:41:00,14
09:42:00,14
09:43:00,14
09:44:00,14
09:45:00,14
09:46:00,14
09:47:00,14
09:48:00,14
09:49:00,14
09:50:00,14
09:51:00,0
09:52:00,0
09:53:00,0
09:54:00,0
09:55:00,0
09:56:00,0
09:57:00,0
09:58:00,0
09:59:00,0
10:00:00,155
10:01:00,155
10:02:00,155
10:03:00,155
10:04:00,155
10:05:00,155
10:06:00,155
10:07:00,155
10:08:00,155
10:09:00,155
10:10:00,155
10:11:00,155
10:12:00,155
10:13:00,155
10:14:00,155
10:15:00,155
10:16:00,155
10:17:00,155
10:18:00,155
10:19:00,155
10:20:00,155
10:21:00,155
10:22:00,155
10:23:00,155
10:24:00,155
10:25:00,155
10:26:00,155
10:27:00,155
10:28:00,155
10:29:00,155
10:30:00,155
10:31:00,155
10:32:00,155
10:33:00,155
10:34:00,155
10:35:00,155
10:36:00,155
10:37:00,155
10:38:00,155
10:39:00,155
10:40:00,155
10:41:00,155
10:42:00,155
10:43:00,155
10:44:00,155
10:45:00,155
10:46:00,155
10:47:00,155
10:48:00,155
10:49:00,155
10:50:00,155
10:51:00,0
10:52:00,0
10:53:00,0
10:54:00,0
10:55:00,0
10:56:00,0
10:57:00,0
10:58:00,0
10:59:00,0
11:00:00,153
11:01:00,153
11:02:00,153
11:03:00,153
11:04:00,153
11:05:00,153
11:06:00,153
11:07:00,153
11:08:00,153
11:09:00,153
11:10:00,153
11:11:00,153
