,0
11:12:00,251
11:13:00,251
11:14:00,251
11:15:00,251
11:16:00,251
11:17:00,251
11:18:00,251
11:19:00,251
11:20:00,251
11:21:00,251
11:22:00,251
11:23:00,251
11:24:00,251
11:25:00,251
11:26:00,251
11:27:00,251
11:28:00,251
11:29:00,251
11:30:00,251
11:31:00,251
11:32:00,251
11:33:00,251
11:34:00,251
11:35:00,251
11:36:00,251
11:37:00,251
11:38:00,251
11:39:00,251
11:40:00,251
11:41:00,251
11:42:00,251
11:43:00,251
11:44:00,251
11:45:00,251
11:46:00,251
11:47:00,251
11:48:00,251
11:49:00,251
11:50:00,251
11:51:00,25
11:52:00,25
11:53:00,25
11:54:00,25
11:55:00,25
11:56:00,25
11:57:00,25
11:58:00,25
11:59:00,25
12:00:00,160
12:01:00,160
12:02:00,160
12:03:00,160
12:04:00,160
12:05:00,160
12:06:00,160
12:07:00,160
12:08:00,160
12:09:00,160
12:10:00,160
12:11:00,160
12:12:00,160
12:13:00,160
12:14:00,160
12:15:00,160
12:16:00,160
12:17:00,160
12:18:00,160
12:19:00,160
12:20:00,160
12:21:00,160
12:22:00,160
12:23:00,160
12:24:00,160
12:25:00,160
12:26:00,160
12:27:00,160
12:28:00,160
12:29:00,160
12:30:00,160
12:31:00,160
12:32:00,160
12:33:00,160
12:34:00,160
12:35:00,160
12:36:00,160
12:37:00,160
12:38:00,160
12:39:00,160
12:40:00,160
12:41:00,160
12:42:00,160
12:43:00,160
12:44:00,160
12:45:00,160
12:46:00,160
12:47:00,160
12:48:00,160
12:49:00,160
12:50:00,160
12:51:00,0
12:52:00,0
12:53:00,0
12:54:00,0
12:55:00,0
12:56:00,0
12:57:00,0
12:58:00,0
12:59:00,0
13:00:00,208
13:01:00,208
13:02:00,208
13:03:00,208
13:04:00,208
13:05:00,208
13:06:00,208
13:07:00,208
13:08:00,208
13:09:00,208
13:10:00,208
13:11:00,208
13:12:00,208
13:13:00,208
13:14:00,208
13:15:00,208
13:16:00,208
13:17:00,208
13:18:00,208
13:19:00,208
13:20:00,208
13:21:00,208
13:22:00,208
13:23:00,208
13:24:00,208
13:25:00,208
13:26:00,208
13:27:00,208
13:28:00,208
13:29:00,208
13:30:00,208
13:31:00,208
13:32:00,208
13:33:00,208
13:34:00,208
13:35:00,208
13:36:00,208
13:37:00,208
13:38:00,208
13:39:00,208
13:40:00,208
13:41:00,208
13:42:00,208
13:43:00,208
13:44:00,208
13:45:00,208
13:46:00,208
13:47:00,208
13:48:00,208
13:49:00,208
13:50:00,208
13:51:00,31
13:52:00,31
13:53:00,31
13:54:00,31
13:55:00,31
13:56:00,31
13:57:00,31
13:58:00,31
13:59:00,31
14:00:00,67
14:01:00,67
14:02:00,67
14:03:00,67
14:04:00,67
14:05:00,67
14:06:00,67
14:07:00,67
14:08:00,67
14:09:00,67
14:10:00,67
14:11:00,67
14:12:00,67
14:13:00,67
14:14:00,67
14:15:00,67
14:16:00,36
14:17:00,36
14:18:00,36
14:19:00,36
14:20:00,36
14:21:00,36
14:22:00,36
14:23:00,36
14:24:00,36
14:25:00,36
14:26:00,36
14:27:00,36
14:28:00,36
14:29:00,36
14:30:00,36
14:31:00,36
14:32:00,36
14:33:00,36
14:34:00,36
14:35:00,36
14:36:00,36
14:37:00,36
14:38:00,36
14:39:00,36
14:40:00,36
14:41:00,36
14:42:00,36
14:43:00,36
14:44:00,36
14:45:00,36
14:46:00,36
14:47:00,36
14:48:00,36
14:49:00,36
14:50:00,36
14:51:00,0
14:52:00,0
14:53:00,0
14:54:00,0
14:55:00,0
14:56:00,0
14:57:00,0
14:58:00,0
14:59:00,0
15:00:00,26
15:01:00,26
15:02:00,26
15:03:00,26
15:04:00,26
15:05:00,26
15:06:00,26
15:07:00,26
15:08:00,26
15:09:00,26
15:10:00,26
15:11:00,26
15:12:00,26
15:13:00,26
15:14:00,26
15:15:00,26
15:16:00,26
15:17:00,26
15:18:00,26
15:19:00,26
15:20:00,26
15:21:00,26
15:22:00,26
15:23:00,26
15:24:00,26
15:25:00,26
15:26:00,26
15:27:00,26
15:28:00,26
15:29:00,26
15:30:00,26
15:31:00,26
15:32:00,26
15:33:00,26
15:34:00,26
15:35:00,26
15:36:00,26
15:37:00,26
15:38:00,26
15:39:00,26
15:40:00,26
15:41:00,26
15:42:00,26
15:43:00,26
15:44:00,26
15:45:00,26
15:46:00,26
15:47:00,26
15:48:00,26
15:49:00,26
15:50:00,26
15:51:00,0
15:52:00,0
15:53:00,0
15:54:00,0
15:55:00,0
15:56:00,0
15:57:00,0
15:58:00,0
15:59:00,0
16:00:00,105
16:01:00,105
16:02:00,105
16:03:00,105
16:04:00,105
16:05:00,105
16:06:00,105
16:07:00,105
16:08:00,105
16:09:00,105
16:10:00,105
16:11:00,105
16:12:00,105
16:13:00,105
16:14:00,105
16:15:00,105
16:16:00,105
16:17:00,105
16:18:00,105
16:19:00,105
16:20:00,105
16:21:00,105
16:22:00,105
16:23:00,105
16:24:00,105
16:25:00,105
16:26:00,105
16:27:00,105
16:28:00,105
16:29:00,105
16:30:00,105
16:31:00,105
16:32:00,105
16:33:00,105
16:34:00,105
16:35:00,105
16:36:00,105
16:37:00,105
16:38:00,105
16:39:00,105
16:40:00,105
16:41:00,105
16:42:00,105
16:43:00,105
16:44:00,105
16:45:00,105
16:46:00,105
16:47:00,105
16:48:00,105
16:49:00,105
16:50:00,105
16:51:00,105
16:52:00,105
16:53:00,105
16:54:00,105
16:55:00,105
16:56:00,105
16:57:00,105
16:58:00,105
16:59:00,105
17:00:00,105
17:01:00,105
17:02:00,105
17:03:00,105
17:04:00,105
17:05:00,105
17:06:00,105
17:07:00,105
17:08:00,105
17:09:00,105
17:10:00,105
17:11:00,105
17:12:00,105
17:13:00,105
17:14:00,105
17:15:00,105
17:16:00,0
17:17:00,0
17:18:00,0
17:19:00,0
17:20:00,0
17:21:00,0
17:22:00,0
17:23:00,0
17:24:00,0
17:25:00,0
17:26:00,0
17:27:00,0
17:28:00,0
17:29:00,0
17:30:00,0
17:31:00,0
17:32:00,0
17:33:00,0
17:34:00,0
17:35:00,0
17:36:00,0
17:37:00,0
17:38:00,0
17:39:00,0
17:40:00,0
17:41:00,0
17:42:00,0
17:43:00,0
17:44:00,0
17:45:00,0
17:46:00,0
17:47:00,0
17:48:00,0
17:49:00,0
17:50:00,0
17:51:00,0
17:52:00,0
17:53:00,0
17:54:00,0
17:55:00,0
17:56:00,0
17:57:00,0
17:58:00,0
17:59:00,0
18:00:00,0
