,0
11:12:00,74
11:13:00,74
11:14:00,74
11:15:00,74
11:16:00,74
11:17:00,74
11:18:00,74
11:19:00,74
11:20:00,74
11:21:00,74
11:22:00,74
11:23:00,74
11:24:00,74
11:25:00,74
11:26:00,74
11:27:00,74
11:28:00,74
11:29:00,74
11:30:00,74
11:31:00,74
11:32:00,74
11:33:00,74
11:34:00,74
11:35:00,74
11:36:00,74
11:37:00,74
11:38:00,74
11:39:00,74
11:40:00,74
11:41:00,74
11:42:00,74
11:43:00,74
11:44:00,74
11:45:00,74
11:46:00,74
11:47:00,74
11:48:00,74
11:49:00,74
11:50:00,74
11:51:00,46
11:52:00,46
11:53:00,46
11:54:00,46
11:55:00,46
11:56:00,46
11:57:00,46
11:58:00,46
11:59:00,46
12:00:00,76
12:01:00,76
12:02:00,76
12:03:00,76
12:04:00,76
12:05:00,76
12:06:00,76
12:07:00,76
12:08:00,76
12:09:00,76
12:10:00,76
12:11:00,76
12:12:00,76
12:13:00,76
12:14:00,76
12:15:00,76
12:16:00,30
12:17:00,30
12:18:00,30
12:19:00,30
12:20:00,30
12:21:00,30
12:22:00,30
12:23:00,30
12:24:00,30
12:25:00,30
12:26:00,30
12:27:00,30
12:28:00,30
12:29:00,30
12:30:00,175
12:31:00,175
12:32:00,175
12:33:00,175
12:34:00,175
12:35:00,175
12:36:00,175
12:37:00,175
12:38:00,175
12:39:00,175
12:40:00,175
12:41:00,175
12:42:00,175
12:43:00,175
12:44:00,175
12:45:00,175
12:46:00,175
12:47:00,175
12:48:00,175
12:49:00,175
12:50:00,175
12:51:00,175
12:52:00,175
12:53:00,175
12:54:00,175
12:55:00,175
12:56:00,175
12:57:00,175
12:58:00,175
12:59:00,175
13:00:00,209
13:01:00,209
13:02:00,209
13:03:00,209
13:04:00,209
13:05:00,209
13:06:00,209
13:07:00,209
13:08:00,209
13:09:00,209
13:10:00,209
13:11:00,209
13:12:00,209
13:13:00,209
13:14:00,209
13:15:00,209
13:16:00,209
13:17:00,209
13:18:00,209
13:19:00,209
13:20:00,209
13:21:00,179
13:22:00,179
13:23:00,179
13:24:00,179
13:25:00,179
13:26:00,179
13:27:00,179
13:28:00,179
13:29:00,179
13:30:00,179
13:31:00,179
13:32:00,179
13:33:00,179
13:34:00,179
13:35:00,179
13:36:00,179
13:37:00,179
13:38:00,179
13:39:00,179
13:40:00,179
13:41:00,179
13:42:00,179
13:43:00,179
13:44:00,179
13:45:00,179
13:46:00,64
13:47:00,64
13:48:00,64
13:49:00,64
13:50:00,64
13:51:00,0
13:52:00,0
13:53:00,0
13:54:00,0
13:55:00,0
13:56:00,0
13:57:00,0
13:58:00,0
13:59:00,0
14:00:00,128
14:01:00,128
14:02:00,128
14:03:00,128
14:04:00,128
14:05:00,128
14:06:00,128
14:07:00,128
14:08:00,128
14:09:00,128
14:10:00,128
14:11:00,128
14:12:00,128
14:13:00,128
14:14:00,128
14:15:00,128
14:16:00,128
14:17:00,128
14:18:00,128
14:19:00,128
14:20:00,128
14:21:00,128
14:22:00,128
14:23:00,128
14:24:00,128
14:25:00,128
14:26:00,128
14:27:00,128
14:28:00,128
14:29:00,128
14:30:00,128
14:31:00,128
14:32:00,128
14:33:00,128
14:34:00,128
14:35:00,128
14:36:00,128
14:37:00,128
14:38:00,128
14:39:00,128
14:40:00,128
14:41:00,128
14:42:00,128
14:43:00,128
14:44:00,128
14:45:00,128
14:46:00,128
14:47:00,128
14:48:00,128
14:49:00,128
14:50:00,128
14:51:00,114
14:52:00,114
14:53:00,114
14:54:00,114
14:55:00,114
14:56:00,114
14:57:00,114
14:58:00,114
14:59:00,114
15:00:00,146
15:01:00,146
15:02:00,146
15:03:00,146
15:04:00,146
15:05:00,146
15:06:00,146
15:07:00,146
15:08:00,146
15:09:00,146
15:10:00,146
15:11:00,146
15:12:00,146
15:13:00,146
15:14:00,146
15:15:00,146
15:16:00,62
15:17:00,62
15:18:00,62
15:19:00,62
15:20:00,62
15:21:00,62
15:22:00,62
15:23:00,62
15:24:00,62
15:25:00,62
15:26:00,62
15:27:00,62
15:28:00,62
15:29:00,62
15:30:00,85
15:31:00,85
15:32:00,85
15:33:00,85
15:34:00,85
15:35:00,85
15:36:00,85
15:37:00,85
15:38:00,85
15:39:00,85
15:40:00,85
15:41:00,85
15:42:00,85
15:43:00,85
15:44:00,85
15:45:00,85
15:46:00,85
15:47:00,85
15:48:00,85
15:49:00,85
15:50:00,85
15:51:00,55
15:52:00,55
15:53:00,55
15:54:00,55
15:55:00,55
15:56:00,55
15:57:00,55
15:58:00,55
15:59:00,55
16:00:00,88
16:01:00,88
16:02:00,88
16:03:00,88
16:04:00,88
16:05:00,88
16:06:00,88
16:07:00,88
16:08:00,88
16:09:00,88
16:10:00,88
16:11:00,88
16:12:00,88
16:13:00,88
16:14:00,88
16:15:00,88
16:16:00,88
16:17:00,88
16:18:00,88
16:19:00,88
16:20:00,88
16:21:00,88
16:22:00,88
16:23:00,88
16:24:00,88
16:25:00,88
16:26:00,88
16:27:00,88
16:28:00,88
16:29:00,88
16:30:00,88
16:31:00,88
16:32:00,88
16:33:00,88
16:34:00,88
16:35:00,88
16:36:00,88
16:37:00,88
16:38:00,88
16:39:00,88
16:40:00,88
16:41:00,88
16:42:00,88
16:43:00,88
16:44:00,88
16:45:00,88
16:46:00,65
16:47:00,65
16:48:00,65
16:49:00,65
16:50:00,65
16:51:00,0
16:52:00,0
16:53:00,0
16:54:00,0
16:55:00,0
16:56:00,0
16:57:00,0
16:58:00,0
16:59:00,0
17:00:00,0
17:01:00,0
17:02:00,0
17:03:00,0
17:04:00,0
17:05:00,0
17:06:00,0
17:07:00,0
17:08:00,0
17:09:00,0
17:10:00,0
17:11:00,0
17:12:00,0
17:13:00,0
17:14:00,0
17:15:00,0
17:16:00,0
17:17:00,0
17:18:00,0
17:19:00,0
17:20:00,0
17:21:00,0
17:22:00,0
17:23:00,0
17:24:00,0
17:25:00,0
17:26:00,0
17:27:00,0
17:28:00,0
17:29:00,0
17:30:00,0
17:31:00,0
17:32:00,0
17:33:00,0
17:34:00,0
17:35:00,0
17:36:00,0
17:37:00,0
17:38:00,0
17:39:00,0
17:40:00,0
17:41:00,0
17:42:00,0
17:43:00,0
17:44:00,0
17:45:00,0
17:46:00,0
17:47:00,0
17:48:00,0
17:49:00,0
17:50:00,0
17:51:00,0
17:52:00,0
17:53:00,0
17:54:00,0
17:55:00,0
17:56:00,0
17:57:00,0
17:58:00,0
17:59:00,0
18:00:00,0
